სახელი,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
ლუკა გიორგი,1,,1,,,1,,,1,
ლუკა გურამი,,,,,,,1,,,
ლუკა დაჩი,1,,,1,,,,,,
ლუკა ერჯანა,,,,,1,,,,,
ლუკა ზიგფრიდ,,,,,1,,,,,
ლუკა იოაკიმე,,,,,,,1,,,
ლუკა იოანე,,,,,,1,,,,
ლუკა ლაშა,,,,,,1,,,,
ლუკა ლერი,,,,,,,1,,,
ლუკა მუსლიმ,,1,,,,,,,,
ლუკა ნოდარ,,,,,,1,,,,
ლუკა ოთარი,,,,,,,,,1,
ლუკა სანდრო,,,,,1,,,,,
ლუკა სპარტაკი,,,,,,,1,,,
ლუკა სტეფანე,,,,,,,,,,1
ლუკა უმეირ,,,,1,,,,,,
ლუკა ქაან,,1,,,,,,,,
ლუკა ჩარლეს,,,,,,,,,1,
ლუკა ჯინუ,,,,,,,,,,1
"ლუკა, მარი",,,1,,,,,,,
ლუკაემინ,,,,,,,1,,,
ლუკა–მარსელო,1,,,,,,,,,
ლუკას,3,2,3,7,5,5,7,14,8,11
ლუკას აქსელ,,,,,,,1,,,
ლუკას ბენჯამინ,,,,,,1,,,,
ლუკას ბერქ,,,,,,1,,,,
ლუკას დანილო,,,,,,,,,1,
ლუკას იოჰანნეს,,,,,,,,1,,
ლუკას რიომა,,,,,,,,,,1
ლუკას ჯან,,,,,,,,,,1
ლუკასი,2,,,1,1,,2,1,5,1
ლუკასი-ტატო,,,,,,,,,1,
ლუკასსი,,,,,,,,1,,
ლუკი,,,,,,1,,,,
ლუკიანა,,,1,,,,,1,,1
ლუკიანე,,,,1,,3,3,5,3,1
ლუკინო,,,,,,2,,,,
ლუკმან,,,,,,,,,,1
ლუკრეცია,,,,,1,,,,,
ლული,,,1,,,,,,,
ლულიკო,,1,,,,,,,,
ლულუ,,2,1,1,,1,1,,1,2
ლუნა,,1,3,8,12,5,8,10,7,4
ლუნა ფეითონ,,,,,,,,,,1
ლუსანა,,,,,,,1,,,
ლუსვარდ,,,,,,1,,,1,
ლუსი,,3,2,8,4,4,15,26,18,14
ლუსი ანა,,,,,1,,,,,
ლუსი გრეის,,,,,,,,,1,
ლუსია,2,3,1,4,7,,8,4,8,8
ლუსია სოფია,,,,,,1,,,,
ლუსი-ამანდა,,,,1,,,,,,
ლუსიანა,2,,,,,,,1,,1
ლუსიკ,1,,1,,,2,1,1,1,
ლუსიმარია,,,,,,,,,,1
ლუსინა,,1,,,,,,,1,
ლუსინდა ჩელსი ემილი,,1,,,,,,,,
ლუსინე,13,14,9,7,7,9,5,5,3,8
ლუსიფ,,,,,,1,,,,
ლუსმარია,,,,,,1,,,,
ლუსო,,,,,,1,,,,
ლუტვია,,,,,,,,,,1
ლუჩანო,,,,,,,1,,,
ლუჩია,,,,,,,1,,,
ლუჩია ალექსანდრა,,,,,,1,,,,
ლუჩიან,,,1,,,,,,,
ლუცი,,,,,,,1,,,
ლუციანა,1,,,,,,,,,
ლუხუმი,,,2,,,,2,,,
მ არიამ,1,,,,,,,,,
მააიან,,,,,1,1,,,1,
მააიან სარა,,,,,,1,,,,
მაალიქ,,,,,,,,1,1,
მაგა,,,,1,,,,,1,
მაგამედ,12,8,14,12,11,9,8,10,5,4
მაგამედ ალი,,,,,,,,,,1
მაგამედ მახტი,,,,,,,,,1,
მაგამედა,,1,,,,,1,,,
მაგამედალი,1,2,,,,1,,,,
მაგამედამირ,,,,,,,,,1,
მაგამედ–გუსეინ,,1,,,,,,,,
მაგამედი,1,1,,1,2,2,,1,,1
მაგამედრასულ,,,,,,,,,,1
მაგამედშაფი,,,,,,,,1,,
მაგამმედ,,,,1,,,,,,
მაგამმედალი,,,,,,,1,,,
მაგარამ,3,2,2,,,,2,,,
მაგარრამ,,,1,,1,,,1,,
მაგდა,68,63,67,35,49,26,35,24,34,20
მაგდალენა,3,5,3,3,,2,1,1,,2
მაგდალინა,3,6,1,4,2,1,1,1,,4
მაგდანა,,,,1,,,1,1,1,
მაგდანელა,1,,,,,,,,,
მაგერამ,,1,,,,,,,,
მაგნოლი,,1,,,,,,,,
მაგნოლია,,,,,,,,,,1
მაგომედ,1,,,,,,,1,,
მაგომედშაფი,,,,,,,,1,,
მაგსად,,,,,,,1,,,
მაგული,3,,2,1,3,,,1,,
მადათ,2,1,,,2,,,,1,3
მადათალი,,,,1,,,,,,
მადალინა,,,,,,,,1,,
მადატ,,1,,1,,,,,1,
მადდოქს,,,,,,,,,,1
მადინა,13,14,15,19,18,17,26,18,29,27
მადინათ,,,,,,,,,1,1
მადინე,,,1,1,,,,1,,
მადლენ,,,,,1,,1,,,
მადლენა,,4,1,,2,,1,1,1,1
მადლენი,,,,,,,1,,,
მადნა,,,,,1,,,,,
მადო,,,,,,,,,2,
მადონა,9,11,11,11,7,4,4,4,8,9
მადონნა,,,,,,,,,,1
მაედა,,1,,,,,,,,
მავი,,,,1,,,,,1,3
მავლუდ,,,,,,,1,,,
მავრა,,,,1,,,,,1,
მაზახიმ,,,,,1,,,,,
მაზახირ,,,2,,,1,,1,1,1
მაზაჰიმ,,,,,,,,1,,
მაზაჰირ,,,1,,1,,,1,,1
მათათო,,,1,,,,,,,
მათან,,,,,1,,,,,1
მათანათ,3,1,1,,1,1,,,1,1
მათე,413,510,576,633,673,713,887,791,828,812
მათე    ბრძოლვერდი,,,,,,1,,,,
მათე   ანდრია,,,,,,,,,1,
მათე   გიორგი,,,,,,,1,,,
მათე   მალხაზი,,,,1,,,,,,
მათე ბონდო,,,,1,,,,,,
მათე გიორგი,,,1,,,,,,,1
მათე იოვანე,,,,,,1,,,,
მათე ლუკა,,,,,1,,1,,,
მათე მურმანი,,,,,1,,,,,
მათე პეტრე,,,,,,,,,1,
მათე ჯუმბერ,,,,1,,,,,,
მათე–გიორგი,,1,,,,,,,,
მათე–დიტო,,,,1,,,,,,
მათევოს,1,3,1,,1,,,,,
მათე–მერთ,,,1,,,,,,,
მათეო,,,1,,2,,1,,2,
მათეოს,,,,,,,,,1,
მათეჩინარ,,,,,,1,,,,
მათვეი,,1,,,,,,,,1
მათითა,,,,,,,,1,,
მათიკო,,,,,1,1,,1,,
მათილდა,,,,,,,,,,1
მათლაბ,,,,,,,1,,,
მათლაფ,,,,,,,1,,,1
მაი,,,,,,,,,1,
მაია,74,91,90,84,74,61,66,54,45,46
მაია ალექსანდრა,,,,,,,,,,1
მაია პერვინ,,,,,,,,1,,
მაია ფადჰილ,,,,,,,,,,1
მაია–კიწი,1,,,,,,,,,
მაიანიკოლ,,,,,,,,1,,
მაიარ,,,,,1,,,,,
მაიგა,2,1,1,1,,1,,,2,
მაიდა,,,,,,2,,,,
მაიდი,,,,,,,,,1,
მაიზა,,,,,,1,,,,
მაიზარ,,,,,,1,,,,
მაიზერ,,,,1,1,1,,,1,
მაიზერი,1,,,1,,1,,,1,
მაიკა,,,,,,1,,1,,
მაიკალ,,,,,,,,,1,
მაიკლ,,,1,,,1,,2,1,1
მაიკლ გრეგორი ჯონ,,,,,1,,,,,
მაიკლ დავით,,1,,,,,,,,
მაიკლ მუნირი,,,,,,,,,,1
მაიკლ ოლუვაკოლადი,,,,,,,1,,,
მაიკლ ფილიპანტონი,,,,,,,,,,1
მაიკლი,,1,,,,1,,,,1
მაიკო,18,15,15,23,20,19,20,11,16,15
მაილ,1,,3,3,2,2,1,2,1,
მაილა,,,,,,,1,,,
მაილეი,,,,,,,,,,1
მაინა,1,1,,,1,,,,,
მაინო,,1,,,,,,,,
მაირა,,,,,,,,,,1
მაირამ,2,1,3,,,1,1,,,
მაირამი,,,1,,,,,,,
მაირამიკ,,,,,1,,,,,
მაირბექ,,,,,,,1,,,
მაირიტა,2,1,,,,,,,,
მაის,,1,,,,,,,4,
მაისა,,1,2,,,,,1,,
მაისეი,,,,,,,,,1,
მაიტე,,,,,,,,1,,
მაიფუდ,,,,1,,,,,,
მაიქ,,,,,,,,1,2,
მაიქელ,,,,,,,,,1,
მაიშა,,,,,1,,,,,
მაკა,36,33,33,26,22,19,22,16,16,9
მაკარ,,,2,,,,,,,
მაკარი,1,,,1,1,,,,,1
მაკეილა ლილი,,,,,,,1,,,
მაკინე,1,2,3,1,,2,2,1,1,
მაკკაილა,,,,,,1,,,,
მაკო,1,3,2,4,1,5,2,8,9,3
მაკო მარიამ,,,,,,,,,1,
მაკრინე,,,3,2,2,5,3,2,1,2
მაკს,,,,,,,,1,3,1
მაკსიმ,1,,1,,1,1,,2,7,3
მაკსიმილიან,,,,1,,,,,,
მალაი,1,1,,1,,2,,2,,4
მალაკ,,,,,1,2,,4,,1
მალაკნისა,,,,,,,1,,,
მალან,,,,,,,,,1,
მალაქ,4,8,3,7,4,8,10,10,6,5
მალაქზაჰრა,,,,,,,,,1,
მალაქი,,,,,,1,,,,
მალაქია,,,,,,1,1,,,
მალაქნისა,,,,,1,,,,,
მალაქსა,,1,,,,1,,,,
მალაქსია,,,,,,,,,,1
მალაქსუმა,,1,,,,,,,,
მალაჩ,,1,,,,,,,1,
მალახათ,,1,,,,,,1,,1
მალახატ,,,,,,,,,1,
მალაჰ,,1,,,,,1,,,
მალაჰათ,,,,,,,,,1,
მალაჰეთ,,,,,,,1,,,
მალდარ,,,,,,,,,1,
მალეეკ,,,,,,,,,,1
მალეიკა,1,4,1,3,3,,1,,3,
მალეიქა,5,1,4,2,7,1,2,1,1,1
მალეკა,,1,1,,,,,,,
მალექ,,,,,,,1,,,
მალექა,,1,,,,,,,,
მალეჰ,,1,,,,,,,,
მალვინა,9,9,4,4,6,4,2,3,2,1
მალთამ,,,,,,1,2,1,,
მალი,1,,,,1,,,1,1,
მალიკ,,1,1,,1,1,,2,,3
მალიკა,,,2,1,,2,2,1,,
მალინა,1,,,1,,,,,,
მალისსა შერი,,,,,,,,,,1
მალიტა,,,,,1,,,,,
მალიქ,,4,3,3,7,,2,,3,5
მალიქა,,2,3,,3,,,,,2
მალიჩ,,,,1,1,,,,,
მალო,,,,,,,,1,,1
მალუტკა,,,,,1,,,,,
მალხაზ,25,34,23,16,16,15,16,11,9,7
მალხაზ ალექსანდრე,,,,,,,,,,1
მალხაზი,29,32,34,23,21,29,28,16,13,11
მალხას,,,,,1,,,,,
მამად,,,,,1,2,1,,,
მამადჯან,,,,,,1,,,,
მამათ,1,,,,,,,,,
მამანტი,,,,,,1,,,,
მამაჩი,,1,,,,,,,,
მამბრე,,,,,,1,,,,
მამედ,14,9,13,8,9,7,3,4,6,8
მამედა,,,,1,,2,,,1,
მამედალი,1,1,,,,,2,,,1
მამედ–ალი,,1,,,,,,,,
მამედი,,,,,,,,,,1
მამეთ,,,,,1,,1,1,1,
მამელი,,2,,,,,,,,
მამველ,,,,1,,,,,,
მამზარ,,,,,,,1,,,
მამია,4,2,4,3,2,2,,2,1,4
მამიკონ,2,1,2,2,1,2,3,,3,2
მამინ,,1,,,,,,,,
მამინო საბა,,,,,,,,1,,
მამირა,,,,,,,1,,,
მამისა,,1,,,,,,,,
მამიშ,,,,1,,2,,,,
მამლაკათ,,,,,,,1,,,
მამლაქათ,,,,,,,,,,1
მამლიუკ,,,,,,,,1,,
მამლუქი,1,,1,,,,,,,
მამმად,,1,1,,,,,,1,
მამმადალი,,,,,,,,,,1
მამმადრზა,,1,,,,,,,,
მამმადჰუსეინ,,,,,,,1,,,
მამმათ,,,,,,,,,,1
მამმედ,,,,,1,,,,,
მამპრე,,,,,,,,1,,
მამრიკო,,,,1,,,,,,
მამუ,,,,1,,,,,,
მამუკა,63,57,50,58,47,42,43,43,34,29
მამული,4,1,2,2,1,,2,,1,
მამულიკო,,1,,,,,,,,
მამულო,,,,,,,,,,2
მამფრე,,,,1,,,,,,
მან ნი,,,,,,1,,,,
მანა,,1,,,,,,,,
მანანა,51,61,57,37,35,28,23,26,21,20
მანანიკო,1,,1,4,,1,,,1,3
მანანო,,1,,1,2,1,,1,,
მანას,,,,,,,1,1,,
მანაფ,,1,1,1,,2,1,,,1
მანგური,1,,,,,,,,,
მანდარ,,,,,,,,,1,
მანე,1,,3,10,3,25,13,12,19,14
მანველ,5,4,2,,3,2,,1,8,2
მანზარ,,1,,,1,,1,1,3,
მანზურა,,,1,1,,,,,,
მანი,1,1,,,,1,,,,
მანია,1,3,1,4,,4,1,,2,1
მანიკ,,,1,1,,,2,,,
მანიკა,,,,,,,2,3,1,3
მანისა,,,,,,,,1,,
მანიტა,,,,,,,,1,,
მანო,,,,,,,1,,1,1
მანოელა,,,,,1,,,,,
მანოლა,,1,,,,1,1,1,,
მანოლია,,,,,,,,,1,
მანო–მარიამი,,1,,,,,,,,
მანონი,1,,,1,,,,,2,1
მანონი ბერფინ,,,,,,,1,,,
მანორ,,,,,,,2,,,2
მანსა,,,,,,,,,,1
მანსერ,,,,1,,,,,,
მანსირ,1,,1,,,,,,,
მანსურ,,2,4,4,4,,4,4,4,
მანსურა,2,,1,,,,1,2,,
მანსური,1,2,1,,,,,,,2
მანუ,,,,,,,,1,,
მანუელ,,1,,2,,,1,1,,
მანუელა,,1,,,,,,,,1
მანუელი,,,1,,,,,,,
მანუელლა,,,,,1,,,,,
მანუკ,2,2,,1,,1,,,,1
მანუკი,,,,1,,,,,,
მანუშ,,1,,,,,,,,
მანუშაკ,2,5,6,1,8,10,5,1,2,5
მანუჩარ,11,7,5,5,4,3,4,3,,
მანუჩარი,6,4,4,2,5,8,6,2,1,1
მანჩო,2,,1,4,3,1,1,5,,4
მაორ,,,,,,,,2,,1
მაჟარა,1,,,,,,,,,
მაჟარი,,,,,,1,,,,
მაჟედ,,,,,,,1,,,
მარა,,1,,,,,1,,,
მარა ბეტანია,,,,,,,1,,,
მარა კრისტინა,1,,,,,,,,,
მარად,1,1,1,,,,,,,
მარადი,2,1,4,7,2,3,3,,1,2
მარათ,,2,,,,,,,1,2
მარალ,1,1,1,1,,1,2,1,,2
მარატ,1,1,2,,1,,1,1,1,3
მარატი,1,,1,,,,1,,,
მარახიმ,1,,,,,,,,,
მარბუბა,,,,,1,,,,,
მარგალიტა,1,,,1,,1,,,,
მარგარეთა ჯორჯია,,,,,,,,,,1
მარგარეტ,,,,,,,1,,,
მარგარეტა  ჰელენ,,,1,,,,,,,
მარგარიდა,1,,,,,,,,,
მარგარიტ,,,,,1,,,,,1
მარგარიტა,9,13,7,6,6,5,12,11,5,6
მარგარიტა ჯეინ,,,,1,,,,,,
მარგო,,1,,1,2,1,,1,2,1
მარგო მზია,,,,,,,,,1,
მარდ,,,,,,1,,1,,1
მარდან,1,2,,,,,1,,,1
მარდაფა,,,,1,,,,,,
მარდია,3,2,2,1,3,1,2,1,,1
მარდიროს,,,,,,,,1,,
მარე,,1,,,,,,,,
მარეტ,,1,,,,,,,,
მარეტა,4,2,,,1,,3,,1,2
მარეხი,1,5,1,,,1,,1,1,
მარვა,,1,,,,,,,1,
მარვან,,,,,,,,1,,
მარვი,,,,,,,,1,,
მარვილ,,,1,,,,,,,
მარვინ,1,,,,2,,,,,
მარზა,,1,2,,,,,,,1
მარზბედ,1,,,,,,,,,
მარზია,1,,1,2,2,,,,,1
მართ,1,,1,,,2,1,1,2,1
მართა,55,55,105,119,143,221,297,301,382,408
მართა  გაბრიელა,,,,,,1,,,,
მართა მაია,,,,,,1,,,,
მართა მარია,,,,,,1,,1,,
მართა მარიამი,1,,,,1,,1,,1,1
მართა-მაგდალენა,,,,1,,,,,,
მართაფა,,,,2,,,,,,
მართაჩიდინმა,,,,,,,,1,,
მართი,,,,,,1,,,,
მარი,209,206,166,136,111,93,84,72,63,40
მარი ანნა,,,,,,,,1,,
მარი ანნაბელ,,1,,,,,,,,
მარი ელენა,,1,,,,,,,,
მარი ემილია,1,,,,,,,,,
მარი ზოე,,,,,,,,,,1
მარი ნია,,,,,1,,,,,
მარი ჯულია,,,,,1,,,,,
მარია,56,66,90,61,86,85,111,94,112,114
მარია   ალექსანდრა,,1,,,,,,,,
მარია – ვიქტორია,,1,,,,,,,,
მარია – კულილკ,1,,,,,,,,,
მარია ავრორა ვიქტორია,,1,,,,,,,,
მარია ალექსანდრა,,,,,,,2,,,
მარია ანნა,,,,,1,,,,,
მარია ეკატერინა,,,1,,,,,,,
მარია ელენა,1,,1,,,,,,,
მარია ისაბელლა,,,,,,,,,1,
მარია კატლინა,,,,,,,,,1,
მარია კრისტინა,,,,,1,,,,,
მარია მარგარიტა,1,,,,,1,,,,
მარია მართა,,,,,,,,1,,
მარია მარიამი,,,,,,,1,,,
მარია მაშო,,,,,,,,,1,
მარია მიშელ,,,,,,,1,,,
მარია ნიკოლ,,,,,,,,1,,
მარია ნიკოლი,,,1,,,,,,,
მარია რაფიდ,,,,,,,,,,1
მარია სოფი,,,,,,,,,1,
მარია სოფია,,,,1,,,,,,
მარია ჰელენ,1,,,,,,,,,
მარია ჰელენა,,,,,,,,,1,
მარია–ალექსანდრია,,,,1,,,,,,
მარია–ანტონი,,,,1,,,,,,
მარია-გოტრა-ნირმალ,1,,,,,,,,,
მარია-დებორა,1,,,,,,,,,
მარიაელენა,,1,,,,,,,,
მარია–ელიზაბეტი,1,,,,,,,,,
მარია–ვიქტორია,1,,,,,,,,,
მარიათ,,1,2,,,,1,,,
მარიათა,,,,,,,,,1,
მარია–ლენა,1,,,,,,,,,
მარიალია,,,,,,1,,,,
მარია–ლუჩია,,1,,,,,,,,
მარიამ,2305,2646,2771,2337,1976,1677,1615,1554,1282,1052
მარიამ   მელექ,,1,,,,,,,,
მარიამ   ნენე,,,,,,1,,,,
მარიამ  მაგდალინელი,,,,,1,,,,,
მარიამ – მაშო,,1,,,,,,,,
მარიამ ანნა,,,,,,,,,1,
მარიამ ბარბარე,1,,,1,,,,,1,
მარიამ გაბრიელა,,1,,,,,,,,
მარიამ გულსუმ,,,,,,,,,,1
მარიამ დილექ,,,,,,,,,1,
მარიამ ეკატერინე,,,,,,,1,,,
მარიამ ელიზაბედ,,1,,,,,,,,
მარიამ ელისაბეტ,,,,1,,,,,,
მარიამ ენ,,,,,,,1,,,
მარიამ ვენდი,,,1,,,,,,,
მარიამ მაგდალენა,,,,,,,,1,,
მარიამ მატრონა,,,,,,1,,,,
მარიამ მაშო,,,,,,1,,,1,
მარიამ მეა,,,,,,,,1,,
მარიამ მედინე,,,,,,,,,1,
მარიამ მელექ,,,,,,,,1,,
მარიამ მერი,,,,,,,,,,1
მარიამ მირა,,,,,,,,,,1
მარიამ ოგოჩუკვუ,,,,,,,,1,,
მარიამ რუთ,,,1,,,,,,,
მარიამ ტომა,,,,,1,,,,,
მარიამ შამი,,,,,,1,,,,
მარიამაგდალენა,,,,,,,1,,,
მარია–მარგარეტ  აჯუა,,,1,,,,,,,
მარიამ–ბარბარე,,1,,,,,,,,
მარიამ–დიანა,1,,,,,,,,,
მარიამი,1705,2080,1988,1743,1717,1808,1806,1673,1484,1250
მარიამი  კონსტანცია,,1,,,,,,,,
მარიამი  მაშო,,1,,,,,,,,
მარიამი დადუნა,,,,,1,,,,,
მარიამი ემილია,,,,,,,,,1,
მარიამი ლეილა,,,,,,,1,,,
მარიამი ლილე,,,,,,1,,,,
მარიამი მარიშა,,,,,,,,,1,
მარიამი მაშო,,,,,1,1,,,,2
მარიამი მია,,,,,,,,,,1
მარიამი ნისა,,,,,,,1,,,
მარიამი ნუცა,,,,,,1,,,,
მარიამი სესილი,,,,,,,,,,1
მარიამიკ,,,1,,,,,,,
მარიამიქრისტინე,,,1,,,,,,,
მარიამ–მაგდალინა,,1,,,,,,,,
მარიამ-მარინე,,,,,,,,,,1
მარიამმაშა,,,,,,,,,1,
მარიამ–მია,1,,,,,,,,,
მარიამნია,,,,,,,1,,,
მარიანა,18,16,18,15,17,18,16,17,20,14
მარიანა ადა,,,,,,,,,1,
მარიანი,,,,,,,,1,,
მარიანიტა,,,,1,,,,,,
მარიანიცა,,,,,,1,,,,
მარიანნა,3,2,3,5,5,,2,3,3,8
მარიანჯელა,,,,,,1,,,,
მარია-რიტა,,,,1,,,,,,
მარია-სოფია,,,,,,,1,,,
მარიატერეზა,,,,1,,,,,,
მარია–ფერნანდა,,,1,,,,,,,
მარია–ფრანცისკა,1,,,,,,,,,
მარიაქრისტი,,,,,1,,,,,
მარია–ჯესიკა,,,,1,,,,,,
მარიბელ,,1,,,,,,,1,1
მარიბელა,,1,,,,,1,,,
მარიე,,,,,,1,,,,
მარიეთა,,1,,,,,,,,
მარიელა,,2,2,,,1,,,,
მარიელენ,,,,,1,,,,,
მარიელლა,,,,1,,,,,,
მარიენ,,,,,1,,,,,
მარიეტა,4,3,2,3,5,2,1,1,5,3
მარიეტტა,,,,,,1,,,1,
მარივა,,,,,,,,1,,
მარიზა,1,2,,2,1,,1,1,,1
